1.562500E-9	-1.000006E+0	-1.000006E+0	2.515472E-1	6.970413E-3	2.849756E-6	6.106099E-6	2.984976E-2	2.292336E-2
3.125000E-9	-1.000006E+0	-1.000006E+0	3.851488E-1	6.632141E-2	2.849756E-6	6.106099E-6	2.548500E-2	1.761851E-2
4.687500E-9	-1.000006E+0	-1.000006E+0	4.419346E-1	1.212759E-1	2.849756E-6	6.106099E-6	3.144056E-2	2.770830E-2
6.250000E-9	-1.000006E+0	-1.000006E+0	3.776435E-1	3.102456E-1	2.849756E-6	6.106099E-6	2.768373E-2	2.570038E-2
7.812500E-9	-1.000006E+0	-1.000006E+0	3.179307E-1	6.219692E-1	2.849756E-6	6.106099E-6	1.541505E-2	2.515818E-2
9.375000E-9	-1.000006E+0	-1.000006E+0	2.824047E-1	6.638008E-1	2.849756E-6	6.106099E-6	2.670897E-2	2.648747E-2
1.093750E-8	-1.000006E+0	-1.000006E+0	2.423239E-1	5.047552E-1	2.849756E-6	6.106099E-6	2.830303E-2	2.399143E-2
1.250000E-8	-1.000006E+0	-1.000006E+0	2.660707E-1	3.433656E-1	2.849756E-6	6.106099E-6	1.837887E-2	2.278765E-2
1.406250E-8	-1.000006E+0	-1.000006E+0	2.193009E-1	2.954976E-1	2.849756E-6	6.106099E-6	1.969557E-2	2.525449E-2
1.562500E-8	-1.000006E+0	-1.000006E+0	2.496808E-1	2.880829E-1	2.849756E-6	6.106099E-6	2.664202E-2	2.511859E-2
1.718750E-8	-1.000006E+0	-1.000006E+0	2.211175E-1	2.564375E-1	2.849756E-6	6.106099E-6	1.989068E-2	2.727598E-2
1.875000E-8	-1.000006E+0	-1.000006E+0	2.919880E-1	2.538116E-1	2.849756E-6	6.106099E-6	1.975225E-2	2.675398E-2
2.031250E-8	-1.000006E+0	-1.000006E+0	2.125743E-1	2.464586E-1	2.849756E-6	6.106099E-6	2.611418E-2	2.270118E-2
2.187500E-8	-1.000006E+0	-1.000006E+0	2.214524E-1	2.173914E-1	2.849756E-6	6.106099E-6	3.223984E-2	2.568771E-2
2.343750E-8	-1.000006E+0	-1.000006E+0	1.668719E-1	2.190225E-1	2.849756E-6	6.106099E-6	1.780789E-2	2.884745E-2
2.500000E-8	-1.000006E+0	-1.000006E+0	1.944341E-1	1.552697E-1	2.849756E-6	6.106099E-6	2.111748E-2	2.676723E-2
2.812500E-8	-1.000006E+0	-1.000006E+0	1.606283E-1	1.944541E-1	2.849756E-6	6.106099E-6	1.741614E-2	1.395459E-2
3.125000E-8	-1.000006E+0	-1.000006E+0	1.859430E-1	1.606251E-1	2.849756E-6	6.106099E-6	1.315843E-2	1.393241E-2
3.437500E-8	-1.000006E+0	-1.000006E+0	2.201312E-1	1.934617E-1	2.849756E-6	6.106099E-6	1.895895E-2	1.071303E-2
3.750000E-8	-1.000006E+0	-1.000006E+0	2.169062E-1	1.931141E-1	2.849756E-6	6.106099E-6	1.413161E-2	1.918885E-2
4.062500E-8	-1.000006E+0	-1.000006E+0	2.010445E-1	2.089114E-1	2.849756E-6	6.106099E-6	1.453120E-2	1.015929E-2
4.375000E-8	-1.000006E+0	-1.000006E+0	2.075450E-1	1.985815E-1	2.849756E-6	6.106099E-6	1.399443E-2	1.160526E-2
4.687499E-8	-1.000006E+0	-1.000006E+0	2.031226E-1	1.985120E-1	2.849756E-6	6.106099E-6	1.935609E-2	1.744464E-2
4.999999E-8	-1.000006E+0	-5.136997E-1	1.949883E-1	1.994956E-1	2.849756E-6	7.699373E-3	2.669517E-2	1.631691E-2
5.624999E-8	9.533488E+0	5.352996E+0	1.767486E-1	1.932810E-1	3.770970E-2	2.923809E-2	9.917670E-3	1.225426E-2
6.249999E-8	3.855933E+0	2.120757E+0	1.802789E-1	2.131019E-1	1.993482E-2	1.761897E-2	1.715517E-2	1.081453E-2
6.874999E-8	2.880008E+0	1.751426E+0	1.963692E-1	2.103808E-1	2.277963E-2	1.328305E-2	1.805299E-2	1.454998E-2
7.499999E-8	2.208372E+0	1.429880E+0	2.163476E-1	1.873594E-1	1.810313E-2	2.201890E-2	1.284808E-2	1.212122E-2
8.124999E-8	1.808938E+0	1.299779E+0	1.822456E-1	1.873127E-1	2.192889E-2	1.033827E-2	1.821586E-2	8.255644E-3
8.749998E-8	1.494498E+0	1.135972E+0	2.128782E-1	2.094658E-1	8.849367E-3	1.486953E-2	1.096521E-2	9.829431E-3
9.374998E-8	1.257985E+0	9.847884E-1	2.169957E-1	1.849319E-1	2.744164E-2	1.029656E-2	8.660775E-3	1.081714E-2
9.999998E-8	1.072212E+0	8.617177E-1	2.011526E-1	1.857940E-1	1.832443E-2	1.571716E-2	7.446791E-3	1.160141E-2
1.125000E-7	8.174709E-1	7.486925E-1	2.002638E-1	2.037316E-1	1.273160E-2	8.351627E-3	8.635669E-3	6.596586E-3
1.250000E-7	6.479849E-1	6.644302E-1	2.090281E-1	1.970227E-1	1.077514E-2	1.385133E-2	1.436216E-2	3.342076E-3
1.375000E-7	5.505964E-1	5.978184E-1	2.068179E-1	1.987227E-1	1.534626E-2	7.539885E-3	1.012699E-2	8.413124E-3
1.500000E-7	4.700361E-1	5.458525E-1	2.002984E-1	2.005066E-1	1.293315E-2	7.276572E-3	1.087951E-2	8.567175E-3
1.625000E-7	4.128070E-1	4.969374E-1	2.134596E-1	1.932490E-1	8.846516E-3	1.018796E-2	6.542213E-3	1.235847E-2
1.750000E-7	3.866161E-1	4.494034E-1	2.106398E-1	1.990342E-1	1.038797E-2	7.755725E-3	6.531373E-3	7.948010E-3
1.875000E-7	3.608770E-1	4.445734E-1	1.985205E-1	2.121077E-1	9.665955E-3	6.850587E-3	1.159542E-2	7.224872E-3
2.000000E-7	3.121170E-1	4.262513E-1	1.976745E-1	1.903775E-1	9.337616E-3	1.233454E-2	9.372037E-3	7.570980E-3
2.250000E-7	2.856912E-1	3.742705E-1	2.006814E-1	1.966576E-1	8.110511E-3	5.868785E-3	4.571115E-3	5.054676E-3
2.500000E-7	2.637778E-1	3.606702E-1	1.962297E-1	1.942267E-1	5.273394E-3	7.314151E-3	6.723612E-3	3.260020E-3
2.750000E-7	2.445785E-1	3.229614E-1	1.961257E-1	1.999415E-1	8.385236E-3	4.473576E-3	4.900048E-3	4.346554E-3
3.000000E-7	2.289704E-1	3.143612E-1	1.961364E-1	2.007500E-1	4.775603E-3	6.494998E-3	8.465705E-3	4.696759E-3
3.249999E-7	2.154485E-1	3.055973E-1	1.976116E-1	1.973829E-1	7.882645E-3	4.147975E-3	6.116420E-3	6.808791E-3
3.499999E-7	2.085080E-1	2.939263E-1	1.939960E-1	1.933296E-1	7.285237E-3	5.614010E-3	8.308364E-3	3.641502E-3
3.749999E-7	2.172263E-1	2.863318E-1	1.938806E-1	1.869624E-1	6.816649E-3	6.265321E-3	6.039832E-3	5.066198E-3
3.999999E-7	2.102710E-1	2.645750E-1	1.978534E-1	2.094978E-1	6.179759E-3	6.067268E-3	6.745969E-3	8.068511E-3
4.499999E-7	2.077353E-1	2.586427E-1	1.936555E-1	1.923004E-1	5.289558E-3	3.278821E-3	2.500774E-3	3.455750E-3
4.999999E-7	1.958570E-1	2.554218E-1	1.968878E-1	1.921130E-1	6.362950E-3	3.035860E-3	3.185052E-3	4.674642E-3
5.499999E-7	1.926606E-1	2.317754E-1	1.955031E-1	1.961924E-1	2.983399E-3	4.944418E-3	3.801294E-3	4.751249E-3
5.999999E-7	1.940619E-1	2.250798E-1	1.917705E-1	1.944549E-1	4.765921E-3	6.854539E-3	4.464371E-3	5.728010E-3
6.499999E-7	1.899425E-1	2.279214E-1	2.010294E-1	1.921922E-1	4.175645E-3	3.119040E-3	3.301888E-3	3.612618E-3
6.999999E-7	1.887075E-1	2.175399E-1	1.912070E-1	1.898022E-1	4.480438E-3	4.770600E-3	4.385338E-3	2.555998E-3
7.499999E-7	1.919599E-1	2.143767E-1	1.951241E-1	1.916630E-1	3.444544E-3	5.085644E-3	3.130292E-3	2.961491E-3
7.999998E-7	1.902635E-1	2.083812E-1	1.923718E-1	1.943719E-1	3.570534E-3	4.332831E-3	4.355442E-3	3.481860E-3
8.999999E-7	1.920484E-1	2.004682E-1	1.880678E-1	1.872647E-1	5.297176E-3	1.603401E-3	2.183267E-3	2.316499E-3
9.999999E-7	1.860531E-1	2.015383E-1	1.906158E-1	1.886477E-1	3.299557E-3	1.863235E-3	3.669315E-3	3.601695E-3
1.100000E-6	1.870774E-1	1.984013E-1	1.884798E-1	1.895150E-1	4.138907E-3	2.424317E-3	1.838046E-3	3.199579E-3
1.200000E-6	1.853799E-1	1.949070E-1	1.889336E-1	1.888659E-1	3.085708E-3	2.410076E-3	3.831895E-3	2.861756E-3
1.300000E-6	1.848944E-1	1.935964E-1	1.852711E-1	1.887468E-1	3.381265E-3	2.690757E-3	2.520079E-3	3.277141E-3
1.400000E-6	1.828071E-1	1.923085E-1	1.857667E-1	1.890399E-1	3.823939E-3	2.972622E-3	3.742725E-3	3.174716E-3
1.500000E-6	1.828259E-1	1.880561E-1	1.800300E-1	1.831386E-1	3.648896E-3	2.931765E-3	2.851611E-3	1.920536E-3
1.600000E-6	1.720565E-1	1.874331E-1	1.877330E-1	1.849370E-1	2.873559E-3	2.143916E-3	2.133166E-3	2.815409E-3
1.800000E-6	1.713197E-1	1.851569E-1	1.844208E-1	1.819373E-1	1.894643E-3	1.409309E-3	2.918601E-3	1.955459E-3
